date,acquisition_channel,spend
2023-02-14,partners,489.49
2023-02-14,referral,393.02
2023-02-14,social_ads,1449.61
2023-02-15,email,295.71
2023-02-15,organic,203.86
2023-02-15,paid_search,1378.41
2023-02-15,partners,502.18
2023-02-15,referral,395.44
2023-02-15,social_ads,1405.95
2023-02-16,email,303.84
2023-02-16,organic,208.31
2023-02-16,paid_search,1653.67
2023-02-16,partners,608.29
2023-02-16,referral,307.86
2023-02-16,social_ads,1527.28
2023-02-17,email,332.63
2023-02-17,organic,188.95
2023-02-17,paid_search,1306.84
2023-02-17,partners,434.66
2023-02-17,referral,392.84
2023-02-17,social_ads,1094.42
2023-02-18,email,265.62
2023-02-18,organic,168.4
2023-02-18,paid_search,1398.4
2023-02-18,partners,388.99
2023-02-18,referral,314.2
2023-02-18,social_ads,862.28
2023-02-19,email,265.84
2023-02-19,organic,168.96
2023-02-19,paid_search,1608.6
2023-02-19,partners,367.64
2023-02-19,referral,310.65
2023-02-19,social_ads,1081.57
2023-02-20,email,283.47
2023-02-20,organic,177.73
2023-02-20,paid_search,1733.69
2023-02-20,partners,581.63
2023-02-20,referral,328.03
2023-02-20,social_ads,1348.58
2023-02-21,email,263.45
2023-02-21,organic,227.21
2023-02-21,paid_search,1361.07
2023-02-21,partners,531.32
2023-02-21,referral,334.73
2023-02-21,social_ads,1156.57
2023-02-22,email,291.55
2023-02-22,organic,201.28
2023-02-22,paid_search,1702.1
2023-02-22,partners,476.2
2023-02-22,referral,449.44
2023-02-22,social_ads,1234.8
2023-02-23,email,279.06
2023-02-23,organic,176.48
2023-02-23,paid_search,1952.19
2023-02-23,partners,436.39
2023-02-23,referral,352.37
2023-02-23,social_ads,1162.26
2023-02-24,email,275.24
2023-02-24,organic,166.73
2023-02-24,paid_search,1595.27
2023-02-24,partners,515.08
2023-02-24,referral,441.1
2023-02-24,social_ads,1359.18
2023-02-25,email,221.9
2023-02-25,organic,145.84
2023-02-25,paid_search,1161.34
2023-02-25,partners,369.21
2023-02-25,referral,291.8
2023-02-25,social_ads,992.6
2023-02-26,email,242.64
2023-02-26,organic,140.56
2023-02-26,paid_search,1084.03
2023-02-26,partners,399.08
2023-02-26,referral,326.72
2023-02-26,social_ads,784.12
2023-02-27,email,235.84
2023-02-27,organic,170.45
2023-02-27,paid_search,1570.67
2023-02-27,partners,397.45
2023-02-27,referral,335.95
2023-02-27,social_ads,1301.0
2023-02-28,email,313.41
2023-02-28,organic,199.04
2023-02-28,paid_search,1297.56
2023-02-28,partners,506.47
2023-02-28,referral,371.63
2023-02-28,social_ads,1250.32
2023-03-01,email,267.86
2023-03-01,organic,184.84
2023-03-01,paid_search,1460.14
2023-03-01,partners,534.89
2023-03-01,referral,378.52
2023-03-01,social_ads,1579.76
2023-03-02,email,234.89
2023-03-02,organic,168.9
2023-03-02,paid_search,1205.85
2023-03-02,partners,421.1
2023-03-02,referral,325.01
2023-03-02,social_ads,1531.68
2023-03-03,email,327.46
2023-03-03,organic,168.99
2023-03-03,paid_search,1450.0
2023-03-03,partners,464.73
2023-03-03,referral,367.74
2023-03-03,social_ads,1281.75
2023-03-04,email,261.95
2023-03-04,organic,171.0
2023-03-04,paid_search,1154.49
2023-03-04,partners,290.55
2023-03-04,referral,316.73
2023-03-04,social_ads,1116.52
2023-03-05,email,285.41
2023-03-05,organic,162.28
2023-03-05,paid_search,1368.2
2023-03-05,partners,433.32
2023-03-05,referral,264.48
2023-03-05,social_ads,1074.3
2023-03-06,email,268.86
2023-03-06,organic,151.2
2023-03-06,paid_search,1415.53
2023-03-06,partners,447.63
2023-03-06,referral,323.61
2023-03-06,social_ads,1108.14
2023-03-07,email,314.12
2023-03-07,organic,227.99
2023-03-07,paid_search,1805.19
2023-03-07,partners,511.25
2023-03-07,referral,368.64
2023-03-07,social_ads,1362.91
2023-03-08,email,327.62
2023-03-08,organic,173.74
2023-03-08,paid_search,1489.91
2023-03-08,partners,450.05
2023-03-08,referral,342.66
2023-03-08,social_ads,1377.33
2023-03-09,email,274.6
2023-03-09,organic,183.1
2023-03-09,paid_search,1397.45
2023-03-09,partners,395.62
2023-03-09,referral,399.97
2023-03-09,social_ads,1241.47
2023-03-10,email,304.91
2023-03-10,organic,183.13
2023-03-10,paid_search,1553.83
2023-03-10,partners,479.26
2023-03-10,referral,369.38
2023-03-10,social_ads,1224.26
2023-03-11,email,255.93
2023-03-11,organic,172.98
2023-03-11,paid_search,1538.78
2023-03-11,partners,400.85
2023-03-11,referral,336.56
2023-03-11,social_ads,873.79
2023-03-12,email,223.69
2023-03-12,organic,192.61
2023-03-12,paid_search,1202.6
2023-03-12,partners,329.95
2023-03-12,referral,313.99
2023-03-12,social_ads,1503.64
2023-03-13,email,275.18
2023-03-13,organic,228.14
2023-03-13,paid_search,1495.39
2023-03-13,partners,412.1
2023-03-13,referral,396.63
2023-03-13,social_ads,1538.57
2023-03-14,email,319.36
2023-03-14,organic,156.84
2023-03-14,paid_search,1577.02
2023-03-14,partners,502.28
2023-03-14,referral,375.35
2023-03-14,social_ads,1431.26
2023-03-15,email,240.28
2023-03-15,organic,198.4
2023-03-15,paid_search,1668.49
2023-03-15,partners,477.07
2023-03-15,referral,333.07
2023-03-15,social_ads,1059.89
2023-03-16,email,287.71
2023-03-16,organic,197.58
2023-03-16,paid_search,1543.51
2023-03-16,partners,428.42
2023-03-16,referral,310.85
2023-03-16,social_ads,1284.42
2023-03-17,email,279.78
2023-03-17,organic,196.98
2023-03-17,paid_search,1496.07
2023-03-17,partners,468.63
2023-03-17,referral,312.74
2023-03-17,social_ads,1080.49
2023-03-18,email,299.93
2023-03-18,organic,170.26
2023-03-18,paid_search,1123.2
2023-03-18,partners,312.45
2023-03-18,referral,323.01
2023-03-18,social_ads,1069.18
2023-03-19,email,249.81
2023-03-19,organic,162.32
2023-03-19,paid_search,1382.32
2023-03-19,partners,344.95
2023-03-19,referral,300.98
2023-03-19,social_ads,935.61
2023-03-20,email,340.93
2023-03-20,organic,192.51
2023-03-20,paid_search,1499.74
2023-03-20,partners,593.06
2023-03-20,referral,313.6
2023-03-20,social_ads,1268.15
2023-03-21,email,320.31
2023-03-21,organic,199.48
2023-03-21,paid_search,1576.1
2023-03-21,partners,485.44
2023-03-21,referral,417.06
2023-03-21,social_ads,1278.08
2023-03-22,email,257.98
2023-03-22,organic,222.55
2023-03-22,paid_search,1444.14
2023-03-22,partners,525.1
2023-03-22,referral,326.8
2023-03-22,social_ads,1312.25
2023-03-23,email,272.23
2023-03-23,organic,170.77
2023-03-23,paid_search,1387.1
2023-03-23,partners,430.15
2023-03-23,referral,341.24
2023-03-23,social_ads,1673.84
2023-03-24,email,312.76
2023-03-24,organic,196.44
2023-03-24,paid_search,1581.82
2023-03-24,partners,511.35
2023-03-24,referral,327.41
2023-03-24,social_ads,1150.12
2023-03-25,email,236.72
2023-03-25,organic,187.46
2023-03-25,paid_search,1333.85
2023-03-25,partners,439.94
2023-03-25,referral,351.95
2023-03-25,social_ads,1046.16
2023-03-26,email,240.29
2023-03-26,organic,148.77
2023-03-26,paid_search,1079.2
2023-03-26,partners,414.28
2023-03-26,referral,288.64
2023-03-26,social_ads,1220.73
2023-03-27,email,343.21
2023-03-27,organic,194.22
2023-03-27,paid_search,1303.53
2023-03-27,partners,457.67
2023-03-27,referral,270.74
2023-03-27,social_ads,1319.64
2023-03-28,email,205.52
2023-03-28,organic,206.06
2023-03-28,paid_search,1563.42
2023-03-28,partners,526.69
2023-03-28,referral,349.6
2023-03-28,social_ads,1484.68
2023-03-29,email,295.84
2023-03-29,organic,223.9
2023-03-29,paid_search,1338.88
2023-03-29,partners,516.37
2023-03-29,referral,442.5
2023-03-29,social_ads,1272.68
2023-03-30,email,290.8
2023-03-30,organic,176.14
2023-03-30,paid_search,1380.02
2023-03-30,partners,588.41
2023-03-30,referral,413.37
2023-03-30,social_ads,1537.7
2023-03-31,email,328.48
2023-03-31,organic,187.92
2023-03-31,paid_search,1137.53
2023-03-31,partners,492.78
2023-03-31,referral,349.57
2023-03-31,social_ads,1168.98
2023-04-01,email,233.32
2023-04-01,organic,201.81
2023-04-01,paid_search,1228.73
2023-04-01,partners,357.39
2023-04-01,referral,373.24
2023-04-01,social_ads,1314.48
2023-04-02,email,269.77
2023-04-02,organic,179.94
2023-04-02,paid_search,1292.59
2023-04-02,partners,470.64
2023-04-02,referral,266.34
2023-04-02,social_ads,1373.04
2023-04-03,email,343.99
2023-04-03,organic,170.4
2023-04-03,paid_search,1971.65
2023-04-03,partners,568.36
2023-04-03,referral,330.67
2023-04-03,social_ads,1434.63
2023-04-04,email,350.56
2023-04-04,organic,181.31
2023-04-04,paid_search,1103.82
2023-04-04,partners,511.51
2023-04-04,referral,351.56
2023-04-04,social_ads,1199.73
2023-04-05,email,330.82
2023-04-05,organic,183.36
2023-04-05,paid_search,1660.92
2023-04-05,partners,497.74
2023-04-05,referral,350.57
2023-04-05,social_ads,1206.95
2023-04-06,email,403.41
2023-04-06,organic,173.12
2023-04-06,paid_search,1793.38
2023-04-06,partners,489.25
2023-04-06,referral,447.81
2023-04-06,social_ads,1528.13
2023-04-07,email,351.62
2023-04-07,organic,237.3
2023-04-07,paid_search,1679.11
2023-04-07,partners,514.24
2023-04-07,referral,454.02
2023-04-07,social_ads,1413.98
2023-04-08,email,301.13
2023-04-08,organic,174.05
2023-04-08,paid_search,1314.02
2023-04-08,partners,452.76
2023-04-08,referral,298.81
2023-04-08,social_ads,1122.16
2023-04-09,email,295.02
2023-04-09,organic,202.19
2023-04-09,paid_search,1238.67
2023-04-09,partners,456.13
2023-04-09,referral,362.3
2023-04-09,social_ads,1263.63
2023-04-10,email,346.83
2023-04-10,organic,196.84
2023-04-10,paid_search,1819.97
2023-04-10,partners,443.63
2023-04-10,referral,342.54
2023-04-10,social_ads,1382.65
2023-04-11,email,261.52
2023-04-11,organic,215.7
2023-04-11,paid_search,1634.71
2023-04-11,partners,576.48
2023-04-11,referral,275.98
2023-04-11,social_ads,1388.94
2023-04-12,email,320.6
2023-04-12,organic,207.53
2023-04-12,paid_search,1559.28
2023-04-12,partners,466.11
2023-04-12,referral,465.33
2023-04-12,social_ads,1717.13
2023-04-13,email,293.37
2023-04-13,organic,208.78
2023-04-13,paid_search,1739.56
2023-04-13,partners,540.06
2023-04-13,referral,416.98
2023-04-13,social_ads,1496.11
2023-04-14,email,326.12
2023-04-14,organic,181.84
2023-04-14,paid_search,1682.15
2023-04-14,partners,557.52
2023-04-14,referral,380.61
2023-04-14,social_ads,1543.86
2023-04-15,email,277.0
2023-04-15,organic,198.89
2023-04-15,paid_search,1463.09
2023-04-15,partners,490.31
2023-04-15,referral,326.81
2023-04-15,social_ads,1108.69
2023-04-16,email,245.22
2023-04-16,organic,188.77
2023-04-16,paid_search,1534.54
2023-04-16,partners,526.51
2023-04-16,referral,381.97
2023-04-16,social_ads,1121.79
2023-04-17,email,244.26
2023-04-17,organic,204.24
2023-04-17,paid_search,1613.38
2023-04-17,partners,599.29
2023-04-17,referral,333.43
2023-04-17,social_ads,1218.41
2023-04-18,email,248.32
2023-04-18,organic,225.68
2023-04-18,paid_search,1543.3
2023-04-18,partners,424.78
2023-04-18,referral,426.23
2023-04-18,social_ads,1282.41
2023-04-19,email,360.31
2023-04-19,organic,197.53
2023-04-19,paid_search,1749.22
2023-04-19,partners,495.12
2023-04-19,referral,332.9
2023-04-19,social_ads,1269.71
2023-04-20,email,317.42
2023-04-20,organic,216.13
2023-04-20,paid_search,1654.04
2023-04-20,partners,515.25
2023-04-20,referral,354.96
2023-04-20,social_ads,1458.04
2023-04-21,email,347.65
2023-04-21,organic,195.87
2023-04-21,paid_search,1665.01
2023-04-21,partners,470.29
2023-04-21,referral,394.18
2023-04-21,social_ads,1332.72
2023-04-22,email,220.38
2023-04-22,organic,192.87
2023-04-22,paid_search,1594.93
2023-04-22,partners,505.3
2023-04-22,referral,311.52
2023-04-22,social_ads,1073.57
2023-04-23,email,273.34
2023-04-23,organic,187.67
2023-04-23,paid_search,1355.91
2023-04-23,partners,419.9
2023-04-23,referral,322.45
2023-04-23,social_ads,1365.97
2023-04-24,email,318.41
2023-04-24,organic,153.29
2023-04-24,paid_search,1824.66
2023-04-24,partners,448.88
2023-04-24,referral,365.8
2023-04-24,social_ads,1377.24
2023-04-25,email,370.17
2023-04-25,organic,231.17
2023-04-25,paid_search,1679.14
2023-04-25,partners,569.58
2023-04-25,referral,314.73
2023-04-25,social_ads,1606.24
2023-04-26,email,339.3
2023-04-26,organic,221.0
2023-04-26,paid_search,1834.43
2023-04-26,partners,562.38
2023-04-26,referral,436.18
2023-04-26,social_ads,1541.67
2023-04-27,email,355.09
2023-04-27,organic,209.24
2023-04-27,paid_search,1592.56
2023-04-27,partners,544.39
2023-04-27,referral,328.37
2023-04-27,social_ads,1473.78
2023-04-28,email,282.7
2023-04-28,organic,233.66
2023-04-28,paid_search,1394.5
2023-04-28,partners,598.07
2023-04-28,referral,372.2
2023-04-28,social_ads,1211.71
2023-04-29,email,302.18
2023-04-29,organic,193.49
2023-04-29,paid_search,1246.49
2023-04-29,partners,414.05
2023-04-29,referral,320.48
2023-04-29,social_ads,1137.43
2023-04-30,email,280.17
2023-04-30,organic,171.03
2023-04-30,paid_search,1273.7
2023-04-30,partners,399.84
2023-04-30,referral,334.59
2023-04-30,social_ads,1216.74
2023-05-01,email,311.01
2023-05-01,organic,257.42
2023-05-01,paid_search,1554.98
2023-05-01,partners,419.8
2023-05-01,referral,451.66
2023-05-01,social_ads,1537.28
2023-05-02,email,357.09
2023-05-02,organic,216.23
2023-05-02,paid_search,2050.42
2023-05-02,partners,590.25
2023-05-02,referral,367.48
2023-05-02,social_ads,1536.18
2023-05-03,email,311.51
2023-05-03,organic,208.9
2023-05-03,paid_search,1433.13
2023-05-03,partners,435.88
2023-05-03,referral,351.49
2023-05-03,social_ads,1568.23
2023-05-04,email,306.21
2023-05-04,organic,258.56
2023-05-04,paid_search,1729.05
2023-05-04,partners,505.66
2023-05-04,referral,401.06
2023-05-04,social_ads,1169.24
2023-05-05,email,327.87
2023-05-05,organic,212.67
2023-05-05,paid_search,1765.22
2023-05-05,partners,515.66
2023-05-05,referral,355.76
2023-05-05,social_ads,1156.6
2023-05-06,email,281.48
2023-05-06,organic,174.67
2023-05-06,paid_search,1523.45
2023-05-06,partners,441.92
2023-05-06,referral,276.3
2023-05-06,social_ads,1190.61
2023-05-07,email,280.58
2023-05-07,organic,144.58
2023-05-07,paid_search,1497.09
2023-05-07,partners,352.53
2023-05-07,referral,367.27
2023-05-07,social_ads,1141.03
2023-05-08,email,357.2
2023-05-08,organic,186.29
2023-05-08,paid_search,1567.87
2023-05-08,partners,500.87
2023-05-08,referral,423.23
2023-05-08,social_ads,1500.61
2023-05-09,email,328.03
2023-05-09,organic,227.14
2023-05-09,paid_search,1790.9
2023-05-09,partners,494.27
2023-05-09,referral,398.25
2023-05-09,social_ads,1677.84
2023-05-10,email,333.22
2023-05-10,organic,223.37
2023-05-10,paid_search,1536.31
2023-05-10,partners,548.5
2023-05-10,referral,386.09
2023-05-10,social_ads,1715.65
2023-05-11,email,313.98
2023-05-11,organic,190.85
2023-05-11,paid_search,1618.86
2023-05-11,partners,543.78
2023-05-11,referral,428.19
2023-05-11,social_ads,1550.79
2023-05-12,email,331.72
2023-05-12,organic,236.69
2023-05-12,paid_search,1411.87
2023-05-12,partners,499.34
2023-05-12,referral,441.0
2023-05-12,social_ads,1478.07
2023-05-13,email,317.7
2023-05-13,organic,192.0
2023-05-13,paid_search,1468.33
2023-05-13,partners,457.33
2023-05-13,referral,265.15
2023-05-13,social_ads,1384.83
2023-05-14,email,314.09
2023-05-14,organic,183.62
2023-05-14,paid_search,1397.27
2023-05-14,partners,431.59
2023-05-14,referral,318.11
2023-05-14,social_ads,1427.19
2023-05-15,email,343.37
2023-05-15,organic,207.79
2023-05-15,paid_search,1567.54
2023-05-15,partners,609.24
2023-05-15,referral,349.14
2023-05-15,social_ads,1438.97
2023-05-16,email,372.59
2023-05-16,organic,221.22
2023-05-16,paid_search,1794.63
2023-05-16,partners,576.66
2023-05-16,referral,359.69
2023-05-16,social_ads,1654.71
2023-05-17,email,309.77
2023-05-17,organic,266.76
2023-05-17,paid_search,1689.16
2023-05-17,partners,443.41
2023-05-17,referral,424.56
2023-05-17,social_ads,1453.78
2023-05-18,email,330.69
2023-05-18,organic,216.99
2023-05-18,paid_search,1694.25
2023-05-18,partners,502.76
2023-05-18,referral,314.22
2023-05-18,social_ads,1546.99
2023-05-19,email,294.0
2023-05-19,organic,168.54
2023-05-19,paid_search,1911.43
2023-05-19,partners,502.47
2023-05-19,referral,433.29
2023-05-19,social_ads,1243.05
2023-05-20,email,301.77
2023-05-20,organic,178.29
2023-05-20,paid_search,1259.02
2023-05-20,partners,390.75
2023-05-20,referral,341.21
2023-05-20,social_ads,1231.46
2023-05-21,email,285.13
2023-05-21,organic,162.59
2023-05-21,paid_search,1163.96
2023-05-21,partners,484.16
2023-05-21,referral,293.26
2023-05-21,social_ads,1181.33
2023-05-22,email,311.95
2023-05-22,organic,189.79
2023-05-22,paid_search,1700.64
2023-05-22,partners,584.46
2023-05-22,referral,386.3
2023-05-22,social_ads,1481.09
2023-05-23,email,340.64
2023-05-23,organic,222.82
2023-05-23,paid_search,1947.43
2023-05-23,partners,607.35
2023-05-23,referral,376.87
2023-05-23,social_ads,1798.49
2023-05-24,email,338.68
2023-05-24,organic,233.42
2023-05-24,paid_search,1654.05
2023-05-24,partners,463.38
2023-05-24,referral,378.31
2023-05-24,social_ads,1475.14
2023-05-25,email,281.39
2023-05-25,organic,203.14
2023-05-25,paid_search,1616.3
2023-05-25,partners,460.64
2023-05-25,referral,333.45
2023-05-25,social_ads,1671.16
2023-05-26,email,351.68
2023-05-26,organic,207.02
2023-05-26,paid_search,1747.45
2023-05-26,partners,587.2
2023-05-26,referral,374.8
2023-05-26,social_ads,1449.59
2023-05-27,email,311.3
2023-05-27,organic,182.08
2023-05-27,paid_search,1498.81
2023-05-27,partners,453.36
2023-05-27,referral,312.65
2023-05-27,social_ads,1418.42
2023-05-28,email,316.91
2023-05-28,organic,136.13
2023-05-28,paid_search,1386.35
2023-05-28,partners,528.49
2023-05-28,referral,281.72
2023-05-28,social_ads,1233.44
2023-05-29,email,350.79
2023-05-29,organic,267.59
2023-05-29,paid_search,1615.24
2023-05-29,partners,503.3
2023-05-29,referral,415.52
2023-05-29,social_ads,1383.14
2023-05-30,email,319.98
2023-05-30,organic,236.46
2023-05-30,paid_search,1686.12
2023-05-30,partners,501.27
2023-05-30,referral,420.1
2023-05-30,social_ads,1422.85
2023-05-31,email,348.45
2023-05-31,organic,226.45
2023-05-31,paid_search,1992.26
2023-05-31,partners,616.07
2023-05-31,referral,355.58
2023-05-31,social_ads,1539.07
2023-06-01,email,302.45
2023-06-01,organic,199.79
2023-06-01,paid_search,1288.49
2023-06-01,partners,457.07
2023-06-01,referral,312.11
2023-06-01,social_ads,1678.33
2023-06-02,email,277.11
2023-06-02,organic,227.81
2023-06-02,paid_search,1765.65
2023-06-02,partners,618.86
2023-06-02,referral,451.17
2023-06-02,social_ads,1513.45
2023-06-03,email,335.97
2023-06-03,organic,174.64
2023-06-03,paid_search,1307.54
2023-06-03,partners,404.83
2023-06-03,referral,320.04
2023-06-03,social_ads,1092.84
2023-06-04,email,262.61
2023-06-04,organic,188.42
2023-06-04,paid_search,1271.13
2023-06-04,partners,474.01
2023-06-04,referral,321.77
2023-06-04,social_ads,897.34
2023-06-05,email,328.22
2023-06-05,organic,219.24
2023-06-05,paid_search,1733.93
2023-06-05,partners,525.05
2023-06-05,referral,422.55
2023-06-05,social_ads,1704.03
2023-06-06,email,297.56
2023-06-06,organic,156.6
2023-06-06,paid_search,1695.87
2023-06-06,partners,493.34
2023-06-06,referral,413.48
2023-06-06,social_ads,1457.48
